,id,name,carb,protein,fat,salt,kcal
13646,P14285,트랜스케어 그린 팝콘오일,0,0,0.25,0,2.25
13647,P14286,트랜스케어 금강 팝콘오일,0,0,0.25,0,2.25
13648,P14287,트랜스케어 도넛튀김유,0,0,0.25,0,2.25
13649,P14288,트랜스케어 렌지용 팝콘오일,0,0,0.25,0,2.25
13650,P14289,트랜스케어 리치오일,0,0,0.25,0,2.25
13651,P14290,트랜스케어 믹스 배합유,0,0,0.25,0,2.25
13652,P14291,트랜스케어 튀김유,0,0,0.25,0,2.25
13653,P14292,트랜스케어 튀김전용유,0,0,0.25,0,2.25
13654,P14293,트랜스케어 튀김조리유,0,0,0.25,0,2.25
13655,P14294,트랜스케어 팝콘오일,0,0,0.25,0,2.25
13656,P14295,티바두마리치킨 전용유,0,0,0.25,0,2.25
13657,P14296,포도씨유 T 티,0,0,0.25,0,2.25
13658,P14298,포도씨유알비더블유,0,0,0.25,0,2.25
13659,P14299,폰타나 올리브유,0,0,0.25,0,2.25
13660,P14300,폰타나 프렌치 포도씨유,0,0,0.25,0,2.24
13661,P14301,푸드앤 푸레쉬 튀김전용유,0,0,0.25,0,2.25
13662,P14302,퓨어 썬 해바라기유,0,0,0.25,0,2.25
13663,P14303,프레스코 카놀라유,0,0,0.25,0,2.25
13664,P14304,프레스코 압착올리브유 오뚜기라면,0,0,0.25,0,2.25
13665,P14305,프레스코 카놀라유 오뚜기라면,0,0,0.25,0,2.25
13666,P14306,프리미엄 쌀눈유 엔,0,0,0.25,0,2.25
13667,P14307,하이치킨,0,0,0.25,0,2.25
13668,P14308,하이후라잉,0,0,0.25,0,2.25
13669,P14309,한남푸드 전용유,0,0,0.25,0,2.25
13670,P14310,한스델리 전용유,0,0,0.25,0,2.25
13671,P14311,해마로 스페셜오일,0,0,0.25,0,2.25
13672,P14312,해바라기유,0,0,0.25,0,2.25
13673,P14314,해바라기유 엔,0,0,0.25,0,2.25
13674,P14315,해표 압착 올리브유,0,0,0.25,0,2.24
13675,P14318,해피스푼 튀김전문 식용유,0,0,0.25,0,2.25
13676,P14319,해피스푼 혼합유,0,0,0.25,0,2.25
13677,P14320,해피스푼 국수나무 튀김전용유,0,0,0.25,0,2.25
13678,P14321,해피스푼 콩식용유,0,0,0.25,0,2.25
13679,P14322,해피스푼 콩식용유T 티,0,0,0.25,0,2.25
13680,P14323,현미유 오뚜기라면,0,0,0.25,0,2.25
13681,P14324,황금참기름,0,0,0.23,0,2.05
13682,P14325,황금참기름 진,0,0,0.25,0,2.25
13683,P14326,후레쉬 오일,0,0,0.25,0,2.25
13684,P14327,훌랄라 오일,0,0,0.25,0,2.25
13685,P14328,CU해물탕컵,40.83,5.5,9.15,1072.7,268.16
13686,P14329,가쓰오 메밀생면,33.8,6.34,1.13,750,169.01
13687,P14330,가쓰오우동,19.48,2.51,0.48,510.62,91.97
13688,P14331,간짬뽕,85.39,11.38,20.59,1100.5,570.82
13689,P14332,강릉 교동반점 짬뽕,94.32,11.81,20.88,2186.2,615.31
13690,P14333,게살 야채탕면,116.51,13.91,5.22,3164.8,565.15
13691,P14334,고추비빔면,68.16,6.82,18.75,962.84,468.64
13692,P14335,고추짜장,88.42,14.4,16.42,1080,560.59
13693,P14336,국물자작 라볶이,43.33,5.89,7.87,955.07,265.86
13694,P14337,국물자작 치즈커리,41.34,5.89,10.82,905.86,285.57
13695,P14338,국산100%햇당면,3.52,0,0,0.8,14.08
13696,P14339,그린우동면,13.16,1.25,0.74,119.26,64.86
13697,P14341,김치사발면,39.44,5.21,10.42,1272.5,271.63
13698,P14342,김치큰사발,42.86,5.14,9.14,817.14,274.29
13699,P14343,꼬꼬면,97.53,11.56,18.46,2349.4,602.51
13700,P14344,나가사끼 꽃게짬뽕,88.2,9.8,15.24,1731.27,528.09
13701,P14345,나가사끼 짬뽕,100.22,12.53,16.27,2091.17,594.72
13702,P14346,나가사끼 홍짬뽕,98.93,11.23,17.57,2216.3,601.06
13703,P14347,너구리컵,95.23,9.29,25.55,2183.23,650.32
13704,P14348,너구리 큰사발,93.41,11.68,27.24,2270.2,668.11
13705,P14349,녹차냉면,27.77,4.97,1.04,151.14,139.36
13706,P14352,농심 라면육개장,77,11,18,1780,515
13707,P14353,농심 우육탕면,43.71,4.68,8.85,931.38,273.17
13708,P14354,도병생짜장면 영우냉동식품,15.47,2.25,1.56,19.97,80.86
13709,P14355,도전!하바네로 컵짜장,43.33,6.91,6.91,679.36,265.86
13710,P14356,돈 사골탕면,79,13,15,1850,505
13711,P14357,된장라면,78,10,16,1710,495
13712,P14358,둥지냉면 매콤한맛 비빔냉면,65.21,7.23,1.41,751.82,302.43
13713,P14359,둥지 물냉면,68.32,6.21,0.37,1105.5,301.24
13714,P14360,둥지 비빔냉면,65.43,6.79,2.04,722.22,308.64
13715,P14362,맛있는 냉면사리와 냉면육수,16.46,3.12,0,431.25,78.12
13716,P14363,맛있는라면,77,9,15,1720,480
13717,P14364,메밀비빔면 오뚜기라면,83,11,18,1080,535
13718,P14366,면왕500,95.33,11.09,24.34,3012.9,642.53
13719,P14369,모듬 해물탕면,100.22,11.52,19.58,2016,622.08
13720,P14370,무파마,98.04,12.59,20.08,2207.7,623.3
13721,P14371,무파마 큰사발,42.86,5.71,9.14,897.14,277.14
13722,P14373,미트라구 파스타,18.7,7,5.3,266.7,151.7
13723,P14374,민속당면,13.44,0,0,0,54.4
13724,P14377,백설 제일제면소 오색수면세트,76,13,2,970,375
13725,P14378,백설 제일제면소 중면,76,9,1.3,1060,350
13726,P14380,백설 찰국수 소면,75,10,0,1140,340
13727,P14381,백설 사누끼우동면,11.91,1.11,0.17,41.59,53.87
13728,P14383,부셔먹는 라면스낵 불닭,62,8,16,790,425
13729,P14384,찬물에 잘 녹는 전지분유,38,26,27,0,495
13730,P14385,건양밀,64,6,23,190,485
13731,P14386,골드 뉴로히트1,55.8,12.2,27,130,515
13732,P14387,골드 뉴로히트2,52,18,24,200,496
13733,P14388,뉴 로히트1,57.5,12,25.5,110,508
13734,P14389,뉴 로히트2,58,18,19,100,475
13735,P14390,로히트1,54.5,13,27.8,100,506
13736,P14391,로히트 플러스1,57,14,24,110,500
13737,P14392,로히트 플러스2,56,15,24,100,500
13738,P14393,로히트 플러스3,71,15,7,160,407
13739,P14394,로히트 플러스4,70,16,7,160,407
13740,P14395,로히트 플러스5,69,17,7,160,410
13741,P14396,마터락,56.5,21.7,13,261,435
13742,P14397,맘마D&A-1,55.7,12.6,27,120,516
13743,P14398,맘마D&A-2,53.3,16,25,140,502
13744,P14399,맘마D&A-3,50,20,23.5,160,491
13745,P14400,맘마 오메가-1,55.5,12.6,27.2,140,517
13746,P14401,맘마 오메가-2,53.3,16,25,0,502
13747,P14402,맘마 오메가-3,51,19,23.5,0,491
13748,P14403,맘마eQ,53.3,16,25,180,501
13749,P14404,맘마gQ1,53.3,20,23.2,210,489
13750,P14405,맘마gQ2,55.7,12.2,27,160,516
13751,P14406,뼈로 가는 칼슘분유,57,23,1,340,330
13752,P14407,스텝 리전트1,69,16,8,140,410
13753,P14408,스텝 리전트2,66,18,9,160,415
13754,P14409,스텝 리전트3,64,20,9,160,415
13755,P14410,스텝 엄선1,69,16,8,120,410
13756,P14411,스텝 엄선2,66,18,9,160,415
13757,P14412,스텝 엄선3,64,20,9,200,415
13758,P14413,아기 골드1,68,16,8,150,408
13759,P14414,아기 골드2,66,18,8.5,160,412
13760,P14415,아기 골드3,63,20,8.5,180,408
13761,P14416,아기 사랑1,55.4,12.5,27.4,140,518
13762,P14417,아기 사랑2,55.2,13.6,26.2,150,511
13763,P14418,아기 사랑3,53.1,16.5,24.7,180,501
13764,P14419,아기 사랑4,51.2,19.5,23,200,490
13765,P14420,앱솔루트1,55.7,12.2,27,160,516
13766,P14421,앱솔루트2,55.7,13.5,26,160,510
13767,P14422,앱솔루트3,55.7,16,25,180,501
13768,P14423,앱솔루트4,55.7,20,23.2,200,489
13769,P14424,임페리얼 에스1,55.8,12.5,27,140,516
13770,P14425,임페리얼 에스2,55.4,13.7,26,150,510
13771,P14426,임페리얼 에스3,53.2,16.8,24.5,180,501
13772,P14427,임페리얼 에스4,50.7,19.8,23.2,200,491
13773,P14428,초유밀,58,36,1,180,380
13774,P14429,초유밀1,53,41,1,180,380
13775,P14430,초유밀2,49,45,1,180,380
13776,P14431,트루맘1,56,12,27,140,520
13777,P14432,트루맘2,55,14,26,150,510
13778,P14433,트루맘3,53,17,25,180,500
13779,P14434,트루맘4,51,20,23,240,490
13780,P14435,호프닥터,66,17,9.2,260,415
13781,P14436,호프알레기,53,15.5,25.8,180,506
13782,P14438,뷰티 카로리면 콩국수,4.98,2.63,0.83,164.39,38.05
13783,P14439,뷰티 칼로리면 메밀소바,5.51,0.23,0,364.04,23.17
13784,P14440,뷰티 칼로리면 볶음짬뽕,5.98,0.92,2.1,291.29,46.55
13785,P14441,뷰티 칼로리면 비빔면,6.85,0.58,1.22,378.24,39.81
13786,P14442,뷰티 칼로리면 새싹동치미물냉면,5.69,0.46,0,300.92,23.17
13787,P14443,뷰티 칼로리면 야끼우동,4.54,0.65,0.69,188.43,26.76
13788,P14444,뷰티 칼로리면 잔치국수,4.98,0.49,0.1,376.1,22.58
13789,P14445,뷰티 칼로리면 토마토스파게티,2.57,0.41,1.13,119.62,22.08
13790,P14446,뷰티 칼로리면 하노이국수,4.78,0.49,0.15,428.29,22.58
13791,P14447,뿌셔뿌셔 불고기맛 오뚜기라면,62,7,15.5,770,415
13792,P14448,뿌셔뿌셔 양념치킨맛 오뚜기라면,61,8,15,920,410
13793,P14449,사누끼 냉면,27.05,3.98,0.55,248.25,128.95
13794,P14450,사누끼 메밀맛 면,28.54,4.41,0.5,363.1,136.5
13795,P14451,사누끼 생가락 소면,28.09,3.91,0.65,384.55,133.85
13796,P14452,사누끼 생칼국수,27.21,3.35,1.75,409.15,137.75
13797,P14453,사누끼 중화면,27.19,3.55,1.1,441.45,132.9
13798,P14454,사리곰탕 큰사발,44.4,4.61,9.8,962.88,285.41
13799,P14455,사리곰탕 면,96.87,14.4,19.64,2225.4,621.82
13800,P14456,사리곰탕 컵면,41.97,5.25,8.39,1280,262.3
13801,P14457,사리곰탕 큰사발면,44.4,4.61,9.8,962.88,285.41
13802,P14458,사리면,98.21,11.81,22.32,680.69,641.52
13803,P14459,사천요리 짜파게티,98.8,12.61,22.07,1135.1,646.42
13804,P14460,사천 짜파게티 큰사발,42.85,5.01,11.69,573.22,297.74
13805,P14462,새우탕컵,40.12,5.73,10.51,1155.8,277.02
13806,P14464,생라면,38.99,6.34,2.02,576.86,200.88
13807,P14465,생생 야끼우동 데리야끼맛,13.49,1.75,1.75,198.41,76.98
13808,P14466,생생 야끼우동 화끈한맛,13.65,1.59,1.27,193.65,72.22
13809,P14467,생생우동 데리야끼맛,34.66,3.98,3.59,498.01,187.25
13810,P14468,생생우동 봉지,32.02,4.35,1.58,695.65,160.08
13811,P14469,생생우동 용기,30.43,4.35,1.45,637.68,152.17
13812,P14470,생생우동 화끈한맛,34.26,3.98,3.19,486.06,181.27
13813,P14471,생스파게티면,27.08,4.27,2.05,463.45,143
13814,P14473,손수 메밀소바,25.12,3.98,0.71,317.82,122.44
13815,P14474,손수 백년초 칼국수면,29.56,3.58,0.67,243.43,138.07
13816,P14475,손수 생메밀면,36.62,6.12,0.69,252.5,178.2
13817,P14476,손수 시금치 칼국수면,28.35,4.07,0.97,286.55,137.77
13818,P14477,손수 얼큰짬뽕,3.79,0.72,0.58,87.61,23.34
13819,P14478,손수 직화 볶음짜장면,10.94,1.8,1.32,168.7,63.09
13820,P14479,손수 호박칼국수면,29.09,3.7,0.92,252.32,139.32
13821,P14480,손수 녹차물냉면,3.02,0.44,0.18,99.6,15.47
13822,P14481,손수 동치미칡냉면,3.61,0.38,0.16,106.18,17.43
13823,P14483,손수 메밀막국수,5.21,0.67,0.11,125.52,24.62
13824,P14484,손수 메밀생면,43.45,6.31,1.15,726,209.47
13825,P14485,손수 함흥비빔냉면,20.14,1.65,0.89,362.22,94.79
13826,P14486,손칼국수,75,9,1,1620,345
13827,P14488,수타면,97.38,11.99,18.12,2181.1,600.52
13828,P14489,순한 너구리,96,10.8,19.2,1704,600
13829,P14490,스낵면 미니컵,41,5,9,1200,265
13830,P14491,스낵면,70,10,17,1710,475
13831,P14492,스파게티용기,73,9,17,730,480
13832,P14493,신라면 큰사발,76,8,17,1550,490
13833,P14495,신라면 블랙컵,68,9,15,1530,445
13834,P14496,신라면 사발면 KAL,43.6,4.22,9.14,1174.5,274.29
13835,P14497,신라면컵,42,4,11,1490,285
13836,P14498,실속당면,3.36,0,0,1.6,13.6
13837,P14499,쌀국수 사리면,15.18,1.25,0.25,1.33,68.25
13838,P14500,쌀국수 설렁탕,87.07,11.61,1.16,1722.1,406.34
13839,P14501,쌀국수 소고기짜장면,83.5,8.79,6.15,966.8,426.27
13840,P14502,쌀라면,80.58,13.07,16.33,1938.1,522.65
13841,P14505,초코지오 초코까페,53.4,5.3,25,131,408
13842,P14506,파시통통,26,1.3,3.9,29,153
13843,P14507,후레쉬메론,23.1,1.5,6.2,52,157
13844,P14508,둘세데레체,28,5,17,110,290
13845,P14509,더블비안코,24,2,5.4,30,149
13846,P14510,마카다미아넛 미니컵,25,4,20,120,300
13847,P14511,맥스,27.9,0.4,1.3,5,118
13848,P14512,바닐라&밀크초콜릿,24,5,24,75,330
13849,P14513,바닐라&아몬드,23,6,21,90,310
13850,P14514,바닐라&아몬드2,26,6,27,80,370
13851,P14516,선데아이스크림 딸기,28.1,3.9,3.9,53,290
13852,P14520,임페리얼 골드 호두,26.1,4.2,15.4,75,257
13853,P14521,조안나,20.5,3.5,6.6,53,154
13854,P14523,초코렛퍼지 브라우니,34,7,2.5,110,190
13855,P14524,커피&아몬드크런치,27,5,26,85,360
13856,P14525,커피,21,5,18,85,270
13857,P14526,쿠키&크림크런치,23,5,17,115,270
13858,P14527,쿠키&크림크런치2,30,5,26,110,380
13859,P14528,크리스피 샌드위치 카라멜,32,6,2.5,120,180
13860,P14529,안성탕면,96.77,12.67,19.58,2062,616.32
13861,P14530,안성탕면 컵,42.67,4.85,9.7,1018.1,276.36
13862,P14531,안 튀긴 면,105.12,14.4,1.44,2721.6,489.6
13863,P14532,야채라면,109.44,12.96,1.44,2505.6,504
13864,P14534,얼큰 특면,80.65,9.84,15.74,1849.05,501.61
13865,P14538,열라면 오뚜기라면,93.6,14.4,18.72,2203.2,604.8
13866,P14539,열무비빔면,90.86,9.94,19.87,1351.4,581.47
13867,P14540,옛날 우리밀국수,112.21,16.86,0.3,0,519
13868,P14542,열떡볶이면,86,9,10,800,470
13869,P14543,진라면 용기,47,10,18,1540,500
13870,P14545,카레라면,54,9,15,1470,385
13871,P14546,오징어짬뽕,97.55,11.61,17.42,2032.2,592.26
13872,P14547,오징어짬뽕 컵,42.98,4.78,9.55,1184.4,277.02
13873,P14548,오징어짬뽕 큰사발,98.92,11.27,21.29,2228.8,632.35
13874,P14552,야쿠르트 에이스,33.75,2.92,0,29.25,141.75
13875,P14553,불가리스 딸기,12,4,3,60,90
13876,P14554,뼈로 가는 칼슘 요구르트 플레인,29.25,0,0,67.5,157.5
13877,P14555,요구르트,38.25,2.25,0,33.75,157.5
13878,P14556,DHA요구르트 사과,30.15,8.77,6.75,139.5,216
13879,P14557,E-5,33.75,4.5,0,33.75,157.5
13880,P14558,VIP요구르트,29.02,9.45,7.65,182.25,220.5
13881,P14559,고요고사과,58.5,11.25,9,202.5,315
13882,P14560,꼬모 딸기,17,4,2.5,60,105
13883,P14561,꼬모 복숭아,17,4,2.5,60,105
13884,P14562,꼬모 포도,38.25,9,4.5,135,225
13885,P14563,딸기요구르트,26.77,8.77,6.97,168.75,204.75
13886,P14564,마이너스 콜레스테롤 드링크 당근,26.55,9.23,6.07,126,195.75
13887,P14565,마이너스 콜레스테롤 드링크 사과,28.12,8.77,5.85,101.25,200.25
13888,P14566,마이너스 콜레스테롤 드링크 살구,30.15,9,5.62,99,207
13889,P14567,마이너스 콜레스테롤 드링크 파인,31.95,9,5.85,101.25,216
13890,P14568,마이너스 콜레스테롤 드링크 포도,11.9,3.8,2.6,44,86
13891,P14569,마이너스 콜레스테롤 호상 복숭아,18.2,3.4,2.3,41,107
13892,P14570,마이너스 콜레스테롤 호상 살구,17.9,3.5,1.9,41,103
13893,P14571,마이너스 콜레스테롤 호상 옥수수,26.7,4.4,2.2,41,144
13894,P14572,마이너스 콜레스테롤 호상 체리,18,3.5,2.1,41,105
13895,P14573,마이너스 콜레스테롤 호상 요구르트,19.8,3.5,2,41,111
13896,P14574,마쪼니 블랙커런트,28.8,8.77,0,110.25,155.25
13897,P14575,마쪼니 사과,30.83,8.77,0,110.25,166.5
13898,P14576,매실 요구르트,28.35,9.23,7.43,177.75,216
13899,P14577,메치니코프 복숭아,40.5,7.43,6.07,128.25,263.25
13900,P14578,메치니코프 사과,34.42,7.43,6.07,128.25,240.75
13901,P14579,메치니코프 포도,38.92,7.43,6.07,128.25,254.25
13902,P14580,불가리스 사과,16,4,3,60,105
13903,P14581,불가리스 포도,16,4,3,60,105
13904,P14582,비피더스 딸기,27,6.75,3.38,20.25,157.5
13905,P14583,비피더스 요구르트 딸기,31.5,6.75,2.25,171,173.25
13906,P14584,비피더스 요구르트 사과,31.5,6.75,2.25,171,173.25
13907,P14585,비피더스 요구르트 플레인,29.25,6.75,2.25,171,164.25
13908,P14586,뼈로 가는 칼슘 요구르트 딸기,29.25,4.5,0,67.5,157.5
13909,P14587,뿌요 사과,40.5,9,9,123.75,281.25
13910,P14588,뿌요 파인애플,40.5,9,9,123.75,281.25
13911,P14589,사과 요구르트,29.25,8.55,6.97,168.75,213.75
13912,P14590,섬유사과 요구르트,37.8,7.88,6.3,148.5,240.75
13913,P14591,세브란스 DY 딸기,28.12,7.43,5.62,121.5,229.5
13914,P14592,세브란스 DY 사과,28.12,7.43,5.62,121.5,229.5
13915,P14593,슈퍼100 딸기,18.2,3.6,1.8,55,105
13916,P14594,슈퍼100 복숭아,18.2,3.6,1.8,55,105
13917,P14595,슈퍼100 사과,18.2,3.6,1.8,55,105
13918,P14596,슈퍼100 알로에,17.3,3.6,1.8,55,105
13919,P14597,슈퍼100 열대과일,18.2,3.6,1.8,55,105
13920,P14598,엘리트 칼슘요쿠르트,36,4.5,2.25,76.5,168.75
13921,P14599,연세 요구르트,18.3,1.2,0,8,74
13922,P14600,예예 딸기,39.6,14.18,3.15,67.5,243
13923,P14601,예예 복숭아,42.97,14.18,3.15,67.5,256.5
13924,P14603,요플레 딸기,16,3,2.5,90,100
13925,P14604,요플레 뷰티,16,3,2.5,95,100
13926,P14605,요플레 화이트클래식,14,4,2.5,100,95
13927,P14606,요피딸기,38.25,6.75,5.62,123.75,236.25
13928,P14607,욥닥터캡슐,38.25,6.75,5.62,146.25,236.25
13929,P14608,욥닥터캡슐 포도,38.25,6.75,5.62,123.75,236.25
13930,P14609,장에는GG 사과,36,6.75,6.75,171,231.75
13931,P14610,장에는GG 포도,38.25,6.75,6.75,171,240.75
13932,P14611,장에는GG 플레인,36,6.75,6.75,171,231.75
13933,P14612,쾌변요구르트 사과,29.92,9.9,7.88,186.75,227.25
13934,P14613,포도요구르트,26.55,8.55,6.97,171,202.5
13935,P14614,우육탕 큰사발,40.07,4.45,9.46,946.09,264.35
13936,P14615,우육탕 큰사발면,41.74,5.01,9.46,946.09,272.7
13937,P14616,유기농 소면,107.63,17.98,0.25,1765.7,504.73
13938,P14618,육개장 소형 오뚜기라면,67.68,10.08,17.28,1857.6,468
13939,P14621,육개장 큰사발면,42.47,5.24,9.31,936.73,273.45
13940,P14622,이마트 맛승부 매운맛,79,10,16,1870,500
13941,P14623,이마트 맛승부 해물맛,78,10,17,1990,505
13942,P14624,이마트 볶음짜장,86.4,14.4,16.42,1224,550.22
13943,P14625,이마트 육개장,110.98,13.63,27.26,3796.6,739.86
13944,P14626,이마트 육개장컵,139.74,17.04,44.31,4124,1022.48
13945,P14627,이마트 하바네로라면,82.75,10.89,17.42,2047.03,533.54
13946,P14628,맘마밀1,268,56,40,880,1680
13947,P14629,맘마밀2,268,64,40,960,1680
13948,P14630,맘마밀3,268,72,36,1040,1660
13949,P14631,맘마밀4,268,80,36,1120,1660
13950,P14632,쎄레락1,272,64,36,880,1660
13951,P14633,쎄레락2,264,64,36,800,1640
13952,P14634,쎄레락3,264,64,36,680,1640
13953,P14635,아기밀s1,266,64,40,600,1680
13954,P14636,아기밀s2,262,68,40,640,1680
13955,P14637,아기밀s3,252,78,40,800,1680
13956,P14638,이탈리따 스파게티 Rey,77.5,11.25,1.25,12.5,368.75
13957,P14639,장수면,81.66,10.89,16.33,2134.1,517.2
13958,P14640,제일제면소 골동면,42.55,5.96,2.55,906.38,217.02
13959,P14641,제일제면소 메밀비빔국수,45.99,6.75,2.53,1147.6,234.18
13960,P14642,제일제면소 부산밀면,22.65,2.69,0.83,508.97,108.74
13961,P14643,제일제면소 부산밀면사리,51.33,7.33,0.4,306.67,236.67
13962,P14644,제일제면소 비빔국수,49.37,5.06,1.98,1021.1,236.29
13963,P14645,제일제면소 생소면사리,61.33,7.33,0.73,706.67,280
13964,P14646,제일제면소 생칼국수,60.57,6.29,0.91,691.43,274.29
13965,P14647,제일제면소 잔치국수,56.92,5.85,0.8,1361.7,257.98
13966,P14648,제일제면소 어묵우동,10.57,1.82,0.45,266.06,53.6
13967,P14649,제일제면소 유부우동,10.69,1.62,0.81,254.2,56.54
13968,P14650,제일제면소 튀김우동,13.03,1.77,1.25,283.37,70.44
13969,P14651,좋은상품 가쓰오우동,9.48,1.32,0.98,349.26,51.7
13970,P14652,좋은상품 얼큰짬뽕,3.51,1.11,0.37,89.47,21.96
13971,P14653,좋은상품 직화짜장면,8,1.44,0.91,137.04,45.57
13972,P14654,즉석곰탕,107.52,15.36,1.92,2400,508.8
13973,P14655,즐거운동행 생칼국수,60,6,0.8,680,270
13974,P14658,진라면 컵 매운맛,44,6,9,1140,280
13975,P14659,진라면 컵 순한맛,44,6,9,1280,280
13976,P14660,진짜진짜,96.83,12.41,19.86,2222,614.48
13977,P14661,짜짜로니,85.39,11.38,22.61,1224,591.41
13978,P14662,짜파게티 큰사발면,43.71,5.2,10.41,660.81,288.78
13979,P14663,짜파게티 범벅,45.71,5.49,9.14,777.14,288
13980,P14664,짜파게티 큰사발,44.23,5.2,10.41,660.81,291.38
13981,P14665,차오차이,65.61,10.23,15.34,1073.6,443.08
13982,P14669,참깨라면 컵,67,9,16,1640,450
13983,P14670,채식주의순,81,11,16,1930,510
13984,P14671,청정원 유기수라당면,3.46,0.01,0,0,13.89
13985,P14672,청정원 오푸드 유기농 녹차소면,76,11,1.5,1090,360
13986,P14673,청정원 오푸드 유기농 소면,76,11,2,1090,365
13987,P14674,청정원 우리밀 찰진국수,76,12,0,1050,350
13988,P14675,청정원 유기 수라당면,13.44,0,0,0,54.4
13989,P14676,청정원 찰 진국수 소면,78,11,1.5,1030,370
13990,P14677,청정원 찰 진국수 중면,78,11,1.5,1030,370
13991,P14678,로젠하임치즈1,0.08,0.8,1,32,12.4
13992,P14679,로젠하임치즈2,0.08,0.8,1,32,12.4
13993,P14680,밤비노 치즈,0.12,0.8,1.04,39.6,13
13994,P14681,베이비 치즈토니,0.04,0.76,1.08,40,13.2
13995,P14682,아인슈타인 어린이치즈,0.08,0.76,0.92,32,11.6
13996,P14683,내추럴 치즈스틱,0.5,0.7,0.4,26.16,8.6
13997,P14684,칡냉면,23.74,2.82,0.51,161.68,110.86
13998,P14686,컵 나가사끼 짬뽕,41.34,5.89,11.84,1220.9,295.36
13999,P14687,컵누들 매콤한맛,28.39,0.98,0,871.16,117.46
14000,P14688,컵누들 우동맛,26.93,1.99,0.5,887.66,119.69
14001,P14689,컵 맛있는라면,41.34,4.93,10.82,1161.8,280.64
14002,P14690,컵 불닭볶음면,86.4,12.38,20.59,1296,576
14003,P14691,컵 삼양라면,42,5,12,1160,295
14004,P14692,미정 콩칼국수,58.29,6.86,1.49,565.71,271.43
14005,P14693,크림,13.6,8.8,140,164,1348
14006,P14694,큰컵 간짬뽕,35.97,5.5,9.73,597.31,252.93
14007,P14695,큰컵 나가사끼짬뽕,94.61,12.38,20.59,2537.1,617.18
14008,P14696,큰컵 맛있는라면,71,10,18,1540,485
14009,P14697,큰컵 불닭볶음면,86.4,12.38,20.59,1302.9,582.91
14010,P14698,큰컵 삼양라면,74,10,17,1580,490
14011,P14699,큰컵 유부우동,43.07,4.67,8.7,1029.8,270.53
14012,P14700,큰컵 짜짜로니,83.66,13.68,20.59,1110.82,576
14013,P14701,토마토 비비올레,92.16,9.22,17.28,1209.6,558.72
14014,P14702,튀김우동 컵,42.32,4.13,15.48,1238.7,325.16
14015,P14704,평양식 횡성 한우육수 물냉면,19.24,2.81,0.3,334.67,91.18
14016,P14705,포장마차 얼큰한맛,78,10,15,1950,485
14017,P14706,포장마차 우동얼큰한맛,96.05,11.95,18,2148,594
14018,P14707,프레시안 까르보나라 스파게티,18.3,5,10.7,336.7,191.7
14019,P14708,프레시안 냉면사리,86.67,6,0.73,286.67,380
14020,P14709,프레시안 칠리토마토 스파게티,19.1,3.8,2.8,278.1,118.8
14021,P14710,프레시안 함흥비빔냉면,19.67,2.36,0.49,253.43,91.99
14022,P14711,프레시안 평안도식 동치미 물냉면,4.33,0.45,0.06,87.5,19.45
14023,P14712,프리미엄 사누끼 냉동 우동면,12.88,1.48,0.65,124.33,63.42
14024,P14713,프리미엄 스파게티면,50.82,8,0.82,301.6,242.64
14025,P14714,하모니,73.53,7.74,19.35,870.73,498.25
14026,P14716,하바네로 짬뽕,95.18,13.82,20.02,2329,613.58
